     sbatch-job-name       sbatch-partition            sbatch-nodes     sbatch-ntasks-per-node     sbatch-qos          template        env-model         env-nblock       warmup   nbin_per_core   nmeas_per_bin    print_loop        lat_size       beta      filling          ep_parameter        omega          jump_distance   global_update_distance        global_update         BC_phase
    L16O1644                  intel-sc3-32c           4                    32                  huge                EPSOC         EPSOC              8              6000        8              1000               500            (16,16)          104         0.5                1.0           [1.6:0.4:4.4]         1               1.0                  .true.             0,0                    
    L16O1644                  intel-sc3-32c           4                    32                  huge                EPSOC         EPSOC              8              6000        8              1000               500            (16,16)          104         0.5                1.0           [1.6:0.4:4.4]         1               1.0                  .true.             1,1                                        
!    L14O1644                  intel-sc3-32c           4                    32                  huge                EPSOC         EPSOC              8              6000        10              1000               300            (14,14)          100          0.5                1.0           [1.6:0.4:4.4]         1               1.0                  .true.             0,0
!    L12O1644                  intel-sc3-32c           4                    32                  huge                EPSOC         EPSOC              8              8000        10              1000               400            (12,12)           96          0.5                1.0          [1.6:0.4:4.4]        1                1.0                  .true.             0,0
!    L10O1644                  intel-sc3-32c           2                    32                  huge                EPSOC         EPSOC              8              10000        16            1000               600            (10,10)           88          0.5                1.0          [1.6:0.4:4.4]        1               1.0                  .true.             0,0
!    L8O1644                   intel-sc3-32c            2                   32                  huge                EPSOC         EPSOC              8              20000        30            1000               500            (8,8)           80          0.5                 1.0            [1.6:0.4:4.4]          1              1.0                  .true.             0,0
!    L6O1644                   intel-sc3-32c            2                   32                  huge                EPSOC         EPSOC              8              40000        60            1000               400            (6,6)           76          0.5                  1.0           [1.6:0.4:4.4]         1              1.0                  .true.             0,0
!    L14BCO1644                intel-sc3-32c            4                   32                  huge                EPSOC         EPSOC              8              6000          10              1000               300            (14,14)           100          0.5                1.0          [1.6:0.4:4.4]          1               1.0                 .true.              1,1
!    L12BCO1644                intel-sc3-32c            4                   32                  huge                EPSOC         EPSOC              8              8000          10              1000               400            (12,12)           96          0.5                1.0          [1.6:0.4:4.4]          1               1.0                  .true.             1,1
!    L10BCO1644                intel-sc3-32c            2                   32                  huge                EPSOC         EPSOC              8              10000        16             1000               600            (10,10)           88          0.5                1.0          [1.6:0.4:4.4]          1               1.0                  .true.             1,1
!    L8BCO1644                 intel-sc3-32c            2                   32                  huge                EPSOC         EPSOC              8              20000        30             1000               500            (8,8)           80          0.5                 1.0          [1.6:0.4:4.4]          1              1.0                  .true.             1,1
!    L6BCO1644                 intel-sc3-32c            2                   32                  huge                EPSOC         EPSOC              8              40000        60             1000               400            (6,6)           76          0.5                  1.0         [1.6:0.4:4.4]            1            1.0                    .true.             1,1
